video_id,video_baslik,keyword,yorum,begeni,yanit_sayisi,tarih,kanal,temiz_yorum,duygu,duygu_skor,lda_konu,lda_skor
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Jax'i dışlamışlar,62,19,2026-06-04 20:09:46+00:00,,dışlamış,Nötr,0.5,2,0.2513
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Jaxi gordugum zaman rahatca olebilirim,189,13,2025-08-02 15:07:27+00:00,,jaxi gordugu zama rahat olebilir,Nötr,0.5,3,0.4393
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Sebinchi abla da geldiğine göre artık güzel güzel Dijital sirk i izleyebilirim ❤,278,18,2024-09-23 17:17:04+00:00,,sebinchi geldik gör güzel güzel dijital izleyebilir pozitif,Pozitif,0.79,4,0.3467
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,🪄tElefoNu aĞlağA vEriYorUm🪄,332,8,2024-10-03 18:52:59+00:00,,telefo ağlak veriyor,Nötr,0.5,2,0.5016
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,LÜTFEN RAGATHA CAİNE VE JAX'TE OLSUNNN,128,11,2024-09-15 18:13:14+00:00,,lütfe ragatha cai olsunn,Nötr,0.5,3,0.3573
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Sevinchi'de geldiğine göre artik huzurla ölebilirim 😌,37,0,2024-11-06 19:42:01+00:00,,sevinchi geldik gör artik huzur ölebilir,Nötr,0.5,5,0.5466
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Keşke gangle telefonu jax'e verseydi ve şöyle deseydi komedi maskemi kırana veriyorum ühühüh😅,6,0,2024-09-23 18:30:19+00:00,,keşke gangle telefo verse des komedi maske kıra veriyor ühühüh,Nötr,0.5,2,0.5909
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Çok tatlisinizz ilk bu aradaa❤❤❤❤,22,3,2024-09-14 15:16:21+00:00,,tatlisinizz ilk aradaa pozitif pozitif pozitif pozitif,Pozitif,0.67,6,0.6395
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,DOĞUKAN ABİ NİE YOOOKK (Jax üzüldü😢),10,0,2026-01-26 17:08:02+00:00,,doğuka yoookk üzül negatif,Negatif,0.67,3,0.3645
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Jax de yapın lütfennnn,9,0,2025-01-29 12:46:24+00:00,,yap lütfennn,Nötr,0.5,3,0.4831
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,"*ıIIĞğ, goMEdİ MaSKeMİ KıRDılaR!*",8,0,2024-10-27 10:54:20+00:00,,ıiiğk gomedi maske kır,Nötr,0.5,2,0.6112
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,AÇIK KONUŞUYORUM KİNGERİ SESLENDİREN ABİ SESİN HALİS Mİ,5,0,2025-08-31 20:44:33+00:00,,açik konuşuyor nger sesle ren ses hali,Nötr,0.5,2,0.5405
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,orda Sebinchi nin mor kafasını mı gördüm bana mı öyle geldi?,14,4,2024-12-07 17:42:09+00:00,,sebinchi nin mor kafa gör gel,Nötr,0.5,5,0.6503
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Ana Sebinchi de görünmüş:D,19,0,2024-09-19 14:49:53+00:00,,sebinchi gör,Nötr,0.5,5,0.5872
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,"Gangle:(ağlayarak) Telefonu sevgilime veriyorum 
Ben:MAZOTA YİNE ZAMMI GELDİ LAN?!",3,0,2024-12-18 20:02:55+00:00,,gangle ağlayarak telefo sevgil veriyor mazo zammi gel,Nötr,0.5,2,0.5212
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,En son sevinci geldi arkadan mor saçtan tanıdım ben,3,0,2024-10-15 13:32:42+00:00,,son sevinci gel arka mor saç tanıdı,Nötr,0.5,3,0.3112
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Wacky world u da yapar mısınız😢,3,0,2024-09-14 17:00:18+00:00,,wacky world yapar negatif,Negatif,0.67,4,0.26
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,❤️‍🔥tElEfOnU kAfAdAn KoNtAğA vErİyOrUm❤️‍🔥! 😂😂😂😂😂😂,1,0,2026-05-17 16:57:15+00:00,,pozitif pozitif telefo kafa kontak ver pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif,Pozitif,0.67,6,0.704
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,"Herkes; telefonu ??? Na veriyorum😊
Gangle: komedi maskemi kıydılağy😢",1,0,2026-06-21 12:24:20+00:00,,herkes telefo veriyor pozitif gangle komedi maske kıydılağy negatif,Nötr,0.5,2,0.6325
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Yaaa ben kinger fanıyım ve Türkçe ses sanatçısı bile çok samimi aynı kinger gibi😊❤❤❤,1,0,2026-03-25 15:01:56+00:00,,yaa türkçe ses sanatçıs sam aynı pozitif pozitif pozitif pozitif,Pozitif,0.67,6,0.3877
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Part 2 de ragatha caine ve jax olsun lutfennnnn🤧,1,0,2024-09-15 15:18:47+00:00,,part ragatha lutfennnn,Nötr,0.5,5,0.6006
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,La jax nerde harbi,1,0,2026-05-04 18:40:37+00:00,,harbi,Nötr,0.5,3,0.49
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,CAINE KİMMM??,2,0,2025-08-29 18:47:50+00:00,,mmm,Nötr,0.5,2,0.2513
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Abla Jax ı konuşturanı niye göstermiyorsun çok merak ediyorum lütfen göster😊🙏🥺,0,0,2024-10-22 16:09:39+00:00,,konuştura göstermiyor merak ediyor lütfe göster pozitif,Pozitif,0.67,5,0.4911
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Jax ve caine backrooms da mı,1,0,2026-03-30 19:52:34+00:00,,backrooms,Nötr,0.5,2,0.2513
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,2.ye aşık oldum yardım ediiğğnn aşırı yakışıklıı,1,0,2024-10-28 15:01:11+00:00,,aşık yar ediiğğn aşır yakışıklıı,Nötr,0.5,3,0.627
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Zoobleın gerçeği normaline benziyor,1,0,2026-01-12 19:16:04+00:00,,zoobleın gerçek normal benziyor,Nötr,0.5,5,0.4757
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Çok güzel yaaa pomninin sesini çıkartabilirim❤❤❤,4,0,2025-05-01 11:12:31+00:00,,güzel yaa pomni çıkartabilir pozitif pozitif pozitif,Pozitif,0.79,6,0.4082
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,JAX NE ZAMAN GELİCEKKK,1,0,2026-06-19 23:47:21+00:00,,zama gel cekkk,Nötr,0.5,3,0.5755
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Huysuz lego😭,1,0,2026-04-21 17:34:22+00:00,,huysuz lego negatif,Negatif,0.67,2,0.5052
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Abla Jax zide gösterirmisiniz merak ediyorum da❤,5,1,2024-10-13 17:55:19+00:00,,gösterirmi merak ediyor pozitif,Pozitif,0.67,5,0.4725
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Clove cosplay çoksel olmuş 🎀💜,0,0,2026-01-19 15:46:20+00:00,,clove cosplay çoksel,Nötr,0.5,2,0.2513
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Yaaa JAX neden YOĞĞKK😭😭😭,2,0,2025-08-19 14:57:18+00:00,,yaa yoğğkk negatif negatif negatif,Negatif,0.67,1,0.535
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Zooble belki yanlış yazmışımdjr ama zooble benim fav ımya beni yansıtıyo,3,0,2025-06-21 23:28:54+00:00,,yanlış yazmışımdjr fav ımya yansıtıyo,Negatif,0.67,5,0.463
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,✨️hUySuĞz LeGo✨️,5,0,2025-06-21 19:49:15+00:00,,huysuğz lego,Nötr,0.5,2,0.5092
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,OF YAA BU COSPLAY ETKİNLİĞİNDE BEN DE VARDIMM AMA FATİH ABİYİ GÖREMEDİM ÜHÜÜ,0,0,2025-06-04 06:44:14+00:00,,yaa cosplay etki nli nde vardimm fati göremedi ühüü,Nötr,0.5,5,0.4418
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Alak çok şekerrrr,3,0,2025-09-03 16:48:49+00:00,,alak şekerrrr,Nötr,0.5,3,0.4901
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,SEBİNCİ Mİ O!,1,0,2025-08-26 13:43:43+00:00,,sep nci,Nötr,0.5,3,0.4899
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Onlar dijital sirk karakterlerinin seslediricisi mi,0,0,2025-08-11 14:48:36+00:00,,dijital karakter seslediricis,Nötr,0.5,3,0.62
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Oha jaxi kim sensediyor acaba,0,0,2025-11-16 22:14:39+00:00,,jaxi sensediyor,Nötr,0.5,4,0.4396
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,✨️HuYsUz LeGo✨️✨️,1,0,2026-04-20 12:43:05+00:00,,huysuz lego,Nötr,0.5,2,0.635
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Olm arkada sebinchi geciyoo OZWOWXO,1,0,2024-10-05 14:02:06+00:00,,olm arka sebinchi geciyoo ozwowxo,Nötr,0.5,5,0.6516
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Olum çok güzel seslendiryorsunuz,0,0,2025-08-31 08:43:01+00:00,,güzel seslendiryor,Pozitif,0.67,4,0.4396
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Abla jack'i kim seslendiriyo?,0,0,2025-05-28 19:49:07+00:00,,jack seslendiriyo,Nötr,0.5,1,0.3986
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Merak etmeyin komedi maskesinin sağlık sigortası var🤤👍,1,0,2025-08-26 08:56:46+00:00,,merak etmey komedi maske sağlık sigortas pozitif,Pozitif,0.67,2,0.3134
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Sondaki abla çok tatlı❤,0,0,2026-05-17 13:45:29+00:00,,tatlı pozitif,Pozitif,0.67,5,0.3444
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Kafadan kontak diyince blitz e vercek sandım 😅,0,0,2026-01-11 21:57:19+00:00,,kafa kontak diy blitz vercek,Nötr,0.5,1,0.4271
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Abla caine’i seslendiren kişi kim ?,0,0,2025-08-29 14:31:09+00:00,,seslendire kiş,Nötr,0.5,3,0.6188
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,KoMeDiĞ MaSkEmİğ KıRdIğLaĞr,2,0,2025-08-15 10:54:16+00:00,,komedik maske kırdiğlağr,Nötr,0.5,2,0.5092
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Abla part 2 gelsinnn,0,0,2024-09-14 18:44:48+00:00,,part gelsinn,Nötr,0.5,5,0.4629
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Jax ile ragatha neredeee,1,0,2026-06-08 17:19:03+00:00,,ragatha neredee,Nötr,0.5,5,0.463
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Bana ağlak mı diyonuz ayıp oluyor ama,1,0,2026-04-19 14:52:28+00:00,,ağlak diyo ayıp oluyor,Nötr,0.5,3,0.7398
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Abi C2 yediniz mi,0,0,2024-10-09 18:46:16+00:00,,yedi,Nötr,0.5,5,0.463
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Jax ?😢,1,0,2026-04-23 11:28:43+00:00,,negatif,Negatif,0.67,1,0.3988
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,öykü abla JAX nerde bee😢,0,0,2026-05-15 21:44:52+00:00,,öykü bee negatif,Negatif,0.67,6,0.4233
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Özür dilerim yanlışlıkla yaz dım,4,0,2025-06-29 07:15:40+00:00,,özür yanlışlık yaz dım,Nötr,0.5,3,0.4886
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Komedi maskemi kırdılar ( çağresizlik),1,0,2025-03-22 07:41:17+00:00,,komedi maske kır çağresizlik,Nötr,0.5,2,0.6991
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Bu gerçek mi?,0,0,2024-10-02 18:40:14+00:00,,gerçek,Nötr,0.5,5,0.4592
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Peki jax ve ragatha??,0,0,2024-10-18 19:37:28+00:00,,ragatha,Nötr,0.5,5,0.463
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Abla jajk kim çok merak ediyorum,0,0,2024-09-19 10:51:36+00:00,,jajk merak ediyor,Nötr,0.5,5,0.5937
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Çok güzel olmuş,0,0,2024-09-27 13:56:31+00:00,,güzel,Pozitif,0.67,4,0.4396
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,"""Telefonu ✨HuYsUz LeGoYa✨ veriyorum"" patladım😂😂",0,0,2026-06-23 07:37:46+00:00,,telefo huysuz lego veriyor patladı pozitif pozitif,Pozitif,0.67,2,0.5019
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Keşke ganglede komedi maskemi kırana veriyorum diyip Jaxa verseydi,0,0,2025-08-31 10:32:55+00:00,,keşke gangle komedi maske kıra veriyor diyip verse,Nötr,0.5,2,0.5316
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,9 gelirrr mii😊,0,0,2026-05-13 20:49:53+00:00,,gelirrr mii pozitif,Pozitif,0.67,6,0.4221
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Caine nerde❤,2,0,2026-04-10 16:17:51+00:00,,pozitif,Pozitif,0.67,6,0.4221
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Keşke doğukan abide olsa 😢,1,0,2025-09-21 12:28:31+00:00,,keşke doğuka negatif,Negatif,0.67,3,0.3645
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,✨TeLeFoNu HuYzUz LeGoYa VeRiYoRuM✨,0,0,2026-04-06 12:38:32+00:00,,telefo huyzuz lego veriyor,Nötr,0.5,2,0.7068
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Dijital sirki izleyebilir miyim,0,0,2025-04-27 12:38:53+00:00,,dijital izleyebilir,Nötr,0.5,3,0.3631
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,"Gangle yi seslendiren kişi bumu????!!😅
(Hiç benzemiyor video dikine??!!!) 
Nasi oluyo😂
Digital circus 4. Bölüm çıktı❤❤🎉🎉",0,0,2024-12-17 13:55:27+00:00,,gangle seslendire kiş benzemiyor dik nasi oluyo pozitif digital circus böl çık pozitif pozitif,Pozitif,0.67,3,0.4407
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Zooble neden 7.bölümde søyitlandi...!?,0,0,2025-09-24 15:09:10+00:00,,böl yitla,Nötr,0.5,3,0.4901
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Abla keşfet olmşsunn,0,0,2024-10-06 12:05:17+00:00,,keşfet olmşsunn,Nötr,0.5,6,0.422
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,7. Bölüm ne zaman gelecek ya,0,0,2025-10-01 18:15:20+00:00,,böl zama gelecek,Nötr,0.5,2,0.43
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Jax tatile falan mı çıktı,0,0,2025-09-02 23:14:24+00:00,,tatil fala çık,Nötr,0.5,3,0.4365
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Bu kadar güzel söylüyorsunuz öyle gerçekten söyle siz miydiniz çok güzel tebrik ederim👏🏻👏🏻👏🏻👏🏻👏🏻🥰,2,0,2025-08-11 21:11:33+00:00,,güzel söylüyor gerçek güzel tebrik eder pozitif pozitif pozitif pozitif pozitif,Pozitif,0.79,6,0.405
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Jack backroomsa düşmüş herhalde😅😂,0,0,2025-03-04 22:17:30+00:00,,jack backroom düş herhal pozitif,Pozitif,0.67,3,0.4047
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Jax yan odada soyutlandı ondan yok👍,0,0,2026-06-13 05:26:22+00:00,,yan oda soyutla pozitif,Pozitif,0.67,6,0.377
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Gangle konuşurken arkadaki beyaz kıyafetli konuşan jax zaten,0,0,2025-11-27 14:12:49+00:00,,gangle konuşur arka beyaz kıyafetli konuşa,Nötr,0.5,2,0.6131
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,JAK ABİM NERDE LANN,1,0,2025-09-08 23:38:29+00:00,,jak lann,Nötr,0.5,2,0.2513
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Abla artık GTA türküsü yayınlanan icat herhalde Çünkü bu aralar k-pop demon Hunters filmini çok izliyorlar ve bizi unutuyorlar,0,0,2025-11-23 09:57:43+00:00,,gta türküs yayınlana icat herhal ara pop demo hunters film izliyor unutuyor,Nötr,0.5,3,0.6288
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Şu kızın başka repliğimi yok hgıfufıgıgo,0,0,2025-08-30 22:12:12+00:00,,kız başka replik hgıfufıgıgo,Nötr,0.5,6,0.4018
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Abla Ribbit'i seslendiren kim,0,0,2026-05-02 23:22:48+00:00,,ribbit seslendire,Nötr,0.5,3,0.4901
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Brawl stars yap lütfen,0,0,2024-09-19 14:28:01+00:00,,brawl stars yap lütfe,Nötr,0.5,5,0.4566
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Gangle'ın tek bildiği cümle: ✨️IğĞh KoMeDi MaSkEmİ kIrDıLaRğ✨️,0,0,2025-06-21 13:43:52+00:00,,gangle tek bildik iğğh komedi maske kirdılark,Nötr,0.5,2,0.7829
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,JAX'SI SESLENDİREN ABİMİZİ NİYE KOYMADIN ÖYKÜ ABLAAAAAAA AGGAGA,0,0,2025-12-21 18:36:07+00:00,,sesle ren koymadı öykü ablaaaaaa aggagı,Nötr,0.5,6,0.4203
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Gangle ı kim seslendiriyor,0,0,2024-12-16 17:27:27+00:00,,gangle seslendiriyor,Nötr,0.5,2,0.3539
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Ağlaya veriyorum lol cane varya ağlıyor ln ksksks,1,0,2024-10-10 18:12:45+00:00,,ağla veriyor cane varya ağlıyor ksksks,Nötr,0.5,4,0.6756
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Abla yedinci bölüm ne zaman çıkacak,0,0,2025-10-19 08:41:31+00:00,,yedinci böl zama çıkacak,Nötr,0.5,2,0.43
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Olm pomniyi seslendiren clove seselendiren değşl miydi,0,0,2026-03-17 19:36:55+00:00,,olm pomni seslendire clove seselendire değşl,Nötr,0.5,3,0.4941
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Abla Miray ablayla video gelsin artık,9,6,2024-09-15 04:52:52+00:00,,miray gel,Nötr,0.5,3,0.6199
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Abla Jax in seslendiricisi kim,1,0,2024-10-19 12:00:36+00:00,,seslendiricis,Nötr,0.5,4,0.4378
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Jax ve Caine de gelsin ya (Caine= patron) (adı doğru herhalde),0,0,2025-08-22 13:04:51+00:00,,gel patro doğru herhal,Pozitif,0.67,3,0.4094
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,"O sırada ağlak: 
Telefonu 6 bölümde silah delisine dönüşene veriyorum",0,0,2025-08-30 09:36:25+00:00,,sıra ağlak telefo böl silah deli dönüşe veriyor,Nötr,0.5,2,0.3902
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Kinger in seslendiricisi daha çok Jay  için Ilan seslendirmene benziyor(yanı bence adamda Jay tipi var),0,0,2024-09-30 19:07:29+00:00,,seslendiricis jay ila seslendirme benziyor ada jay tip,Nötr,0.5,3,0.4616
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,ABLAAA BUNUN MURDER DRONES VERSİYONU LÜTFEN 😊😊😊,12,1,2024-09-17 04:51:38+00:00,,ablaa murder drones versi lütfe pozitif pozitif pozitif,Pozitif,0.67,3,0.4445
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Digital circus 7 ne zaman,1,0,2025-08-31 15:00:38+00:00,,digital circus zama,Nötr,0.5,3,0.6793
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Jax onu kim seslendiriyor,0,0,2024-10-29 12:48:15+00:00,,seslendiriyor,Nötr,0.5,4,0.4396
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Tlefon gangle in maskesini kirana veriyom🐰🟣,1,0,2025-09-19 17:15:15+00:00,,tlefo gangle maske kira veriyo,Nötr,0.5,3,0.4968
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Ben senin sesini yapabiliyomm,0,0,2025-02-14 20:19:12+00:00,,yapabiliyomm,Nötr,0.5,2,0.2513
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Hep arka Planda kalan biri...,1,0,2025-12-25 17:01:50+00:00,,arka pla kala,Nötr,0.5,2,0.7076
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Oy ben senin komedi maskeni yerim❤,0,0,2024-11-26 10:33:01+00:00,,komedi maske yer pozitif,Pozitif,0.67,2,0.5715
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,ulan biz neden jax'ı göremiyoruz deliricem,0,0,2025-10-01 18:42:00+00:00,,ula göremiyor delirice,Nötr,0.5,3,0.4901
o47mZCjmg-4,Telefonu şuna veriyorum ama Dijital Sirk @Orion_Records,dijitalleşme Türkiye,Al maskesiz halini görmüş olduk,0,0,2025-05-04 12:02:27+00:00,,maskes hal gör,Nötr,0.5,3,0.5916
