video_id,video_baslik,keyword,yorum,begeni,yanit_sayisi,tarih,kanal,temiz_yorum,duygu,duygu_skor,lda_konu,lda_skor
0naBVYRrNQk,&quot;HERKES ŞUNU ARTIK ANLAMALIDIR!&quot; | Cumhurbaşkanı Erdoğan&#39;dan tartışmalara son nokta!,dijitalleşme Türkiye,"Birak palavrayi Reis, Tc medeni dunyanin gelir dagilimi en bozuk ulkesi. Bizden kotu bir tek Afrikadaki garibanlar var. Ver mehteri, ver mehteri 25 yil milleti uyuttun. Senin muslumanlik anlayisin buysa …",3,6,,@Planetzog-g2c,birak palavrayi reis mede dunyan gelir dagil bozuk ulkes kot tek afrika gariban ver mehter ver mehter yil millet uyut muslumanlik anlayi,Negatif,0.67,2,0.5242
0naBVYRrNQk,&quot;HERKES ŞUNU ARTIK ANLAMALIDIR!&quot; | Cumhurbaşkanı Erdoğan&#39;dan tartışmalara son nokta!,dijitalleşme Türkiye,SN CUMHUR BAŞKANIMIZ TAYYİP ERDOĞAN SN BAHÇELİ ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0,0,,@vatan.0023,cumhur başkan tayyi erdoğa bahçel pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif,Pozitif,0.67,6,0.9546
0naBVYRrNQk,&quot;HERKES ŞUNU ARTIK ANLAMALIDIR!&quot; | Cumhurbaşkanı Erdoğan&#39;dan tartışmalara son nokta!,dijitalleşme Türkiye,SN CUMHUR BAŞKANIMIZ TAYYİP ERDOĞAN 👍👍👍👍👍👍👍👍👍👍👍👍👍👍,0,0,,@vatan.0023,cumhur başkan tayyi erdoğa pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif pozitif,Pozitif,0.67,6,0.9103
0naBVYRrNQk,&quot;HERKES ŞUNU ARTIK ANLAMALIDIR!&quot; | Cumhurbaşkanı Erdoğan&#39;dan tartışmalara son nokta!,dijitalleşme Türkiye,SN CUMHUR BAŞKANIMIZ TAYYİP ERDOĞAN I ALLAH vatanımızın devletimizin milletimizin başından eksik etmesin İnşallah AMİN,0,0,,@vatan.0023,cumhur başkan tayyi erdoğa vatan devlet millet baş eksik etme nşallah ami,Negatif,0.67,2,0.4855
0naBVYRrNQk,&quot;HERKES ŞUNU ARTIK ANLAMALIDIR!&quot; | Cumhurbaşkanı Erdoğan&#39;dan tartışmalara son nokta!,dijitalleşme Türkiye,Ancak palavra,0,0,,@murselay,palavra,Nötr,0.5,4,0.4394
0naBVYRrNQk,&quot;HERKES ŞUNU ARTIK ANLAMALIDIR!&quot; | Cumhurbaşkanı Erdoğan&#39;dan tartışmalara son nokta!,dijitalleşme Türkiye,ne anayasasi yadaya uymayan lar bir şey lazim deyil  önçe ülkeyi hakkiyla idare edecek faiz ekonomi diş borç işsizlik   hep ben demek olmaz iyi çalişan hani özgürçe  hiç bir şey yapamiyoruz  konuştuğu başka yaptipi başka hele muhalifsen at içeri ana akp  geçersen hirsizliklar rüşvetler  hemen silinir yeryemiz olursun  ne olursan ol gel akp ye hep kendine al gülüm ver gülüm biz millet olarak hiç bir fark görmedik hadi ecevide dediği gibi  artik yolun sonu gitmeyi bilmek gerekir,2,0,,@Bdskjlmnvc,anayasasi yada uymaya lar laz deyil önçe ülke hakki idar edecek faiz ekono diş borç işsizlik demek olmaz çalişa hani özgürçe yapamiyor konuştuk başka yaptip başka hel muhalif içer akp geçer hirsizliklar rüşvet heme silinir yerye gel akp kendi gül ver gül millet fark görmedik hadi ecevi dedik artik yol gitme bilmek gerekir,Nötr,0.5,2,0.5008
0naBVYRrNQk,&quot;HERKES ŞUNU ARTIK ANLAMALIDIR!&quot; | Cumhurbaşkanı Erdoğan&#39;dan tartışmalara son nokta!,dijitalleşme Türkiye,Reis ümmetin liideri,2,0,,@HshhDbbe,reis ümmet liider,Nötr,0.5,2,0.6349
0naBVYRrNQk,&quot;HERKES ŞUNU ARTIK ANLAMALIDIR!&quot; | Cumhurbaşkanı Erdoğan&#39;dan tartışmalara son nokta!,dijitalleşme Türkiye,"CUMHURBAŞKANIM RABBİM ÖMRÜNÜZE ;  SAĞLIKLI SIHHATLİ  HAYIRLI  BEREKETLİ ÖMÜR VERSİN, İYİ Kİ VARSINIZ...",0,0,,@mehmetsevinc1976,cumhurbaşkan rabbi ömr sağlikli sihhatli hayirli bereketli ömür versi,Nötr,0.5,5,0.7688
0naBVYRrNQk,&quot;HERKES ŞUNU ARTIK ANLAMALIDIR!&quot; | Cumhurbaşkanı Erdoğan&#39;dan tartışmalara son nokta!,dijitalleşme Türkiye,"ülkenin günde mi başörtüsü müki. bankalar 6,5 tan kredi veriyor aylık",1,4,,@Oguzhanblrr,ülke başörtüs müki banka tan kredi veriyor aylık,Nötr,0.5,4,0.5728
0naBVYRrNQk,&quot;HERKES ŞUNU ARTIK ANLAMALIDIR!&quot; | Cumhurbaşkanı Erdoğan&#39;dan tartışmalara son nokta!,dijitalleşme Türkiye,Türkiye'de en küçüğünden en büyüğüne kadar A'dan z'ye kadar her konuda zarar veren tek parti CHP ve kitlesidir.,1,0,,@Arda-Duru,türki küçük büyük dan konu zarar vere tek parti chp kitles,Nötr,0.5,2,0.4702
0naBVYRrNQk,&quot;HERKES ŞUNU ARTIK ANLAMALIDIR!&quot; | Cumhurbaşkanı Erdoğan&#39;dan tartışmalara son nokta!,dijitalleşme Türkiye,EMADDER.    KADEMELİ EMEKLİLİK.  1 GÜNE 17 YILIDA . GÜNDEMİNİZE ALIN,1,1,,@fahriutebay5860,emadder kademel emekli yilida günde,Nötr,0.5,4,0.6602
0naBVYRrNQk,&quot;HERKES ŞUNU ARTIK ANLAMALIDIR!&quot; | Cumhurbaşkanı Erdoğan&#39;dan tartışmalara son nokta!,dijitalleşme Türkiye,Emeklinin sorununu çöz emekliye barış oydeyşl selam bile vermezler,0,0,,@lutfidemir8682,emekli sorun çöz emekli barış oydeyşl sela vermez,Negatif,0.67,2,0.7262
6598w21amM8,Erhan Yıldırım &quot;BU TÜRKİYE İÇİN SIKINTI OLUR&quot; diyerek ABD&#39;NİN KURDUĞU TEZGAHA KARŞI UYARDI!,dijitalleşme Türkiye,Bence artık sayın Erdoğan on diyeceği tek kelime şu olmalı Tüm Avrupa ve dünyaya … sizin derdiniz ne Türkiye ile !!!,1,0,,@sedatesiyok,say erdoğa diyecek tek kel olmal avrup dünya der türki,Nötr,0.5,2,0.7686
6598w21amM8,Erhan Yıldırım &quot;BU TÜRKİYE İÇİN SIKINTI OLUR&quot; diyerek ABD&#39;NİN KURDUĞU TEZGAHA KARŞI UYARDI!,dijitalleşme Türkiye,abd ye güvenmek çölde balık avlama ya benzer israil abd yunanistan ve Rum kesimi (Kıbrıs rum topluluğu) şu an Türkiye'nin en büyük düşmanı,0,0,,@celalaksu3384,abd güvenmek çöl balık avla benzer israil abd yunanis rum kes kıbrıs rum topluluk türki nin büyük düşma,Nötr,0.5,2,0.8426
fLyJssAjthE,Fırat Aydınus: &quot;Amerika&#39;yı Yenmek Güzel!&quot; | Türkiye 3-2 ABD,dijitalleşme Türkiye,İki takımında amacı yok böyle olması çok olağan,2,0,,@usk740.,takım amaç olmas olağa,Nötr,0.5,2,0.6997
fLyJssAjthE,Fırat Aydınus: &quot;Amerika&#39;yı Yenmek Güzel!&quot; | Türkiye 3-2 ABD,dijitalleşme Türkiye,Bu adam akşamdan kalma nasıl TV ye çıkarıyorsunuz yahu,1,0,,@hakanbabalk8480,ada akşa kalma çıkarıyor yahu,Nötr,0.5,3,0.4951
fLyJssAjthE,Fırat Aydınus: &quot;Amerika&#39;yı Yenmek Güzel!&quot; | Türkiye 3-2 ABD,dijitalleşme Türkiye,Adamlar aş oyuncularını yormamak için yedekleri sahaya sürmüş puana ihtiyaçları yok  eğer puan dertleri olsaydı kaç sıfırdı bilmem maç bu arada yedekleri bile 2 atmış,3,2,,@medusa7872,adam oyuncu yormamak yedek saha sür puan ihtiyaç puan dert olsa sıfır bilme maç ara yedek,Nötr,0.5,2,0.499
fLyJssAjthE,Fırat Aydınus: &quot;Amerika&#39;yı Yenmek Güzel!&quot; | Türkiye 3-2 ABD,dijitalleşme Türkiye,Hazırlık maçı oyna o zaman git,0,0,,@ErdalCebeci-g6b,hazırlık maç oyna zama git,Nötr,0.5,2,0.4722
fLyJssAjthE,Fırat Aydınus: &quot;Amerika&#39;yı Yenmek Güzel!&quot; | Türkiye 3-2 ABD,dijitalleşme Türkiye,"Bu A Spor, Futbol dan anlamıyor",0,0,,@varolag3768,spor futbol dan anlamıyor,Nötr,0.5,2,0.4993
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,Kendi kendilerine gelin güvey oluyorlar bunları rahatsız eden biz değiliz aksine bunlar bize karşı sürekli düşmani tavır sergiliyorlar öyle olmasada abileri öyle istiyor,186,27,,@mesutyesil,kendi gel güvey oluyor bun rahatsız aks bun karşı sürekli düşmani tavır sergiliyor olmasa istiyor,Nötr,0.5,5,0.3749
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,Hala Adalar denizinde caydırıcı olduklarını düşünüyorlar  😂😂,31,4,,@Mnafb3454,hal ada deniz caydırıç olduk düşünüyor pozitif pozitif,Pozitif,0.67,2,0.3899
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,"Trump'ın kongreye teklif sunması, kongrenin kabul edeceği anlamına gelmez.",10,0,,@Mert-v7d,trump kongre teklif sunmas kongre kabul edecek anlam gelmez,Nötr,0.5,2,0.6406
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,Tramp a güven olmaz yarın tam tersi konuşur,6,0,,@KenanÖztürk-h7w,tramp güve olmaz yar tersi konuşur,Nötr,0.5,2,0.613
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,Küreselciler ile ulusalcıların savaşı downloading,32,1,,@KartalogluJK,küreselci ulusalcı savaş downloadingi,Nötr,0.5,2,0.5093
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,"Fe 35 ,Türkçe'yi doğru kullandığınız için teşekkürler",3,0,,@musabtkn,türkçe doğru kullandık teşekkür,Pozitif,0.79,4,0.3849
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,Tramp izin verirde kongre vermez yillardir ayni senaryo,5,0,,@muratcakil5006,tramp verir kongre vermez yillar ayni senaryo,Nötr,0.5,2,0.44
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,"Şuanda türkiye'nin çok önemli rollere sahip, Ortadoğu projesinde onların ne istediğini bilmiyoruz ama bizimle önemli işleri olacağı belli",17,1,,@TheChestaa,türki nin önemli roller sahip ortadok proje istedik bilmiyor önemli olacak belli,Nötr,0.5,2,0.7182
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,F35lerin geleceğini düşünmüyorum ancak Kaan seri üretime geçtiğinde gelir,45,2,,@tacituskilgorre,ler gelecek düşünmüyor kaan ser üret geçtik gelir,Nötr,0.5,2,0.7541
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,@gzt editöerleri lğtden artık Ege yerine Adalar Denizi isimlendirilmesinin zamanı gelmedi mi!?,5,1,,@Mnafb3454,editöer lğtden egi yer ada isimlendirilme zama gelmedi,Nötr,0.5,2,0.6486
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,Adalar denizi,6,0,,@Avci510,ada,Nötr,0.5,3,0.4816
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,Bizim derdimiz yunanlar değil biz daha büyük hedeflere odaklanalım,38,9,,@nafizcelebi9560,derdi yunan büyük hedef odaklanal,Nötr,0.5,5,0.4517
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,Bunlar ne yaşıyor la,3,0,,@erkangezen637,bun yaşıyor,Nötr,0.5,5,0.596
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,Seçim yaklaşıyor..,1,0,,@Soneroglu,seç yaklaşıyor,Nötr,0.5,2,0.635
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,"Komşu boşuna panikliyorsun, bizde hiç uçak olmasa da bize piyade tüfeği yeter, sise çok gelir o yüzden rahat ol 😂",2,1,,@tufan.ozturk,komşu boş panikliyor uçak olmas piya tüfek yeter sis gelir yüz rahat pozitif,Pozitif,0.67,2,0.3958
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,"Eğer ""verirse"" herşeyini söküp kendimizinkileri monteleyelim.",1,0,,@404.DKOK.34,verir herşey söküp kendimizinki monteleyel,Nötr,0.5,2,0.4589
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,"Başımızda bin tane şey var, bunlar da sanki tek derdimiz onlarmış gibi...",1,0,,@snrtanmayanlar3392,baş bin tane bun tek derdi,Nötr,0.5,5,0.5536
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,Türkiye ve Yunanistan'ın seçim dönemine ne kadar kaldı?,3,1,,@Pyramis00,türki yunanis seç dönem kal,Nötr,0.5,2,0.7921
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,Yunanistan bizim dengimiz değil biz küçük güçlerle değil orta güçlerle büyük güçlerle kapışması gereken bir ülkeyiz daha da geride kalırız,1,2,,@Ausp12-o7v,yunanis dengi küçük güç güç büyük güç kapışmas gereke ülke geri kalır,Negatif,0.67,2,0.5236
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,"ülkeler birşey almadan birşey vermez.
hele ki Abd",1,0,,@samuraypolat,ülke alma vermez hel abd,Nötr,0.5,2,0.5036
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,Günaydinlar siz çoktan kaybettiniz😂,1,0,,@cavit510,günaydin kaybet pozitif,Pozitif,0.67,6,0.3139
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,Yunanistanı kimse takmıyor,3,0,,@Mr.enginsarı,yunanista takmıyor,Nötr,0.5,2,0.5093
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,Köpeğe bak havlayınca konuştuğunu sanıyor😂😂,0,0,,@naftamania,köpek bak havlay konuştuk sanıyor pozitif pozitif,Pozitif,0.67,5,0.3848
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,"Batılılar sanıyor ki jetimiz olmadığı zaman savaşa kaybedeceğimmizi 
Düşünüyorlar 😂😂😂",1,0,,@FieriLLC,batılı sanıyor jet olmadık zama savaş kaybedeceğimmiz düşünüyor pozitif pozitif pozitif,Pozitif,0.67,2,0.4074
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,Yunanistan'ın caydırıcılığı mı varmış😂😂😂😂😂,0,0,,@onurkasapoglu35,yunanis caydırıcılık pozitif pozitif pozitif pozitif pozitif,Pozitif,0.67,6,0.6613
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,Eyvah Yunanistan tutuşdu 🔥🔥🔥🔥🔥yangın var 😂😂,3,1,,@abdulkadirkarabay9163,eyvah yunanis tutuş pozitif pozitif pozitif pozitif pozitif yangı pozitif pozitif,Pozitif,0.67,6,0.7545
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,80 f110 motoru 40 Kaan uçağı demek bizim motor çıkana kadar fazlasıyla yeter,1,0,,@rivenbalm386,motor kaan uçak demek motor çıka fazla yeter,Nötr,0.5,2,0.751
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,Olası bir savaşta o f35 ler nato ülkesi olduğu için çalışmayacak çalışsa bile hedefe kitlenme gibi sistemleri uydudan kapatırlar.,4,1,,@ercanozdogan4747,olas savaş ler nato ülkes olduk çalışmayacak çalış hedef kitlenme sistem uydu kapa,Nötr,0.5,2,0.6225
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,Dünyanın en büyük siha ihracatçısıyız hava üstünlüğümüz var diyorlar hala😅,1,1,,@HüseyinÇelik-j9q,dünya büyük siha ihracatçıs hav üstünlük diyor hal,Nötr,0.5,3,0.614
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,Yunanistanı yenmemiz için F35 e ihtiyacımız yok. Kazma kürekle bile yeneriz,1,0,,@tahsinozdemir3989,yunanista yenme ihtiyaç kazma kürek yener,Nötr,0.5,2,0.3787
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,"Caydiricimi????
Bir avuc önemsiz, Avrupa  parasiylan ayakda duran, BIZIMI korkutcak🤣🤣🤣🤣🤣🤣",1,0,,@edialtin3465,caydiriç avuç önemsiz avrup parasiyla ayak dura korkutcak pozitif pozitif pozitif pozitif pozitif pozitif,Pozitif,0.67,6,0.5714
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,"Kaybetcekleer,zaten",1,0,,@SgshVsv-c1v2i,kaybetcekleer,Nötr,0.5,2,0.2513
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,BAKIN BU SÜNNETSİZLERE HİÇ BİR ZAMAN GÜVEN OLMAZ ŞÜNKİ ONLARIN DERDİ İSLAM PARASI ÖDENEN F35 LERİ SUDAN SEBEPLERLE VERMEDİLER TIPKI İNGİLİZLERİN 1914 DE PARASI OSMANLI TARAFSIZDIR PEŞİN ÖDENEN O ÇAGIN 3 BÜYÜK SAVAŞ GEMİSİNE SİLAH ZORUYLA ALMAYA GİDEN OSMANLI DENİZ SUBAYLARINA VERMEDİGİ GİBİ BİZ NE YAPIP BU MOTORLARI VB.  ÜRETMEMİZ HAYATİ ÖNEME HAİZ BOŞUNA KENDİMİZİ AVUTMAYALIM,1,0,,@AliCeyhan-oj7ds,bak sünnetsi zler zama güve olmaz şünki der slam parasi ödene sebep vermedi ler tipki ngi parasi osmanli tarafsiz peş ödene çagı büyük savaş lah zor alma den osmanli subay vermedi yapip motorlari üretme hayati öne hai boş avutmayal,Negatif,0.67,2,0.5487
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,Ağlama sırttaki Ağlama 😂 perişanyan gibi elimizi öp ittaet 🇹🇷,1,0,,@zekikurtulus8639,ağla sırt ağla pozitif perişanya ittaet,Pozitif,0.67,6,0.5461
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,"Avrupa birliğinin içinde en güçlü, en fazla, en kuvvetli tek orduya sahibiz. Ulan kendi götüne eli ulaşamayan yunanlara F35'i tık diye veriyolar. Parasını verdiğimiz şey bize gelip çıkamıyor yani bu kadarmı korkuyolar bizden acaba",1,0,,@zynaxk,avrup birlik güçlü faz kuvvetli tek ordu sahip ula göt ulaşamaya yunan tık veriyo para verdik gelip çıkamıyor kadarmı korkuyo,Nötr,0.5,3,0.3326
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,bu arada ciddi ilerleme var bugün itibari ile abd caatsayı araştırmaya durumu netleştirmeye başladı ayrıca motor olayı %80-90 ihtimalle verilecek çalışmalar başlamış bugün bakalım,1,0,,@MANCTYGALA,ara cidi ilerle bugu itibar abd caatsa araştırma dur netleştirme başladı motor ola ihtimal verilecek çalışma başlamış bugu bakal,Nötr,0.5,2,0.4169
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,"Şimdi düşününce Kaan,F35 ler ,yeni modernize edilmiş F16 lar ve Eurofighter uçakları da gelince harbiden de bölgesel güç olarak çok caydırıcı olcaz.",14,11,,@1453-2.Mehmet,düşün kaan ler moderniz edil lar eurofighter uçak gel harbi bölgesel güç caydırıç olcaz,Nötr,0.5,2,0.5258
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,Yunanistan çıldırmış gibi davranıyor..bu kadar kaygı bünyeye zarar..benden söylemesi,1,0,,@beyzanur5208,yunanis çıldır davranıyor kaygı bünye zarar söylemes,Negatif,0.67,2,0.4197
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,GÜÇHAN JET MOTORU VAR?,1,0,,@the_quatra,güçha jet motor,Nötr,0.5,2,0.635
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,"Sanki ne kazandılarsa kaybedeceklermiş, neyin kafasını yaşıyorlarsa",0,0,,@ferkoc66,kazandı kaybedecek ney kafa yaşıyor,Nötr,0.5,3,0.4499
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,F35 in değeri düştüğünde verirler onu bize buda Kaan in savaş görmesi demek,0,0,,@tunahanuzmanoglu3624,değer düştük verir kaan savaş görmes demek,Nötr,0.5,2,0.6906
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,Abd den alinan motorlar iszemedikleri ulkeye karsi calismaz,1,0,,@muratkaragulle2386,abd den alina motor iszemedik ulke karsi calismaz,Nötr,0.5,2,0.5039
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,Göz kırpma ne demek yahu😂,0,0,,@MehmetToprak-sq8sx,göz kırpma demek yahu pozitif,Pozitif,0.67,2,0.5755
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,80 motor ancak 30 35 uçak için işe yarar.,1,0,,@erkanagri7426,motor uçak yarar,Nötr,0.5,2,0.5847
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,"Fare dağa küsmüş ,dağın haberi yok.Yunanistan hala kendini bize rakip veya düşman görüyorsa Allah akıl fikir versin.",1,0,,@EDMOND_DANTES53,fare dak küs dak haber yunanis hal kendi rakip düşma görüyor akıl fikir ver,Nötr,0.5,2,0.7354
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,"TARİH BOYU ,RUMLARI YÖNETENLER BİR BÂSARI( EKONOMİK) ELDE EDEMEDİKLERİ İÇİN,HEM MAŞA OLARAK KULLANILMAYA HEMDE KİN VE NEFRET TOHUMLARI ATARWK KOLTUKLARINI GÜYA KORUYORLAR
OLAY BU.SİYONİSTLERINDE İŞİNE GELİYOR.HS BABAM SİLAH SATIYOR.OLAY BU .YOKSA ANLAŞMALARA UYSALAR,SİLAHA HARCADIKLARI PARAYI HALKIN REFAHINA KULLANSALAR 2.BİR ALMANYA OLURDU.HALJI BUNU BİLMİYOR MU DERSENİZ,EKTİKLERİ KİN VE NEFRET DÜŞMANLIK BUNU ENGELLİYOR..ONKAR BİLMİYORLAR MI Kİ TÜRKİYE NİN KİMSENİN TOPRAĞINDA GÖZÜ OLMADIĞINI DA BİLİYORLAR.İLLA SİYONİSTLERE MAŞA OLACAKLAR.TARİHKERİ ÖYLEDİR.😮",1,0,,@irfanvarol9425,tari rumlari yöneten sari ekono edemedi maş kullanilma nefret tohumlari atarwk koltuk güya koruyor olay yoni gel yor baba lah satiyor olay anlaşma lah harcadik parayi halk refah kullan almanya halji lmi yor derse nefret düşmanlik engelli yor onkar lmi yor türki mse toprak göz olmadik yor lla yoni stler maş olacak tari hker öyledi,Nötr,0.5,4,0.5699
gJOpBC7AKA4,Yunanistan&#39;da Türkiye paniği: &#39;F-35&#39;leri alacaklar biz kaybediyoruz!&#39;,dijitalleşme Türkiye,"Alimlerimize sahip çıkmak,uzman hekimlerimize sahip çıkmak genç nesle sahip çıkmak,başarılı  mezun olmuş  askerlerimize sahip çıkmak,dısa bağımlılığı azaltır.çıkılmıyorsa gerisini siz düs
Şünün.😢",0,0,,@irfanvarol9425,alim sahip çıkmak uzma hekim sahip çıkmak genç nes sahip çıkmak başarıl mez asker sahip çıkmak dıs bağımlılık azal çıkılmıyor geri düs negatif,Negatif,0.79,5,0.7857
